,ID,subsystem
5915,r2287,"Transport, extracellular"
5916,r2288,"Transport, extracellular"
5917,r2289,"Transport, extracellular"
5918,r2290,"Transport, extracellular"
5919,r2291,"Transport, extracellular"
5920,r2292,"Transport, extracellular"
5921,r2293,"Transport, extracellular"
5922,r2294,"Transport, extracellular"
5923,r2295,"Transport, extracellular"
5924,r2296,"Transport, extracellular"
5925,r2297,"Transport, extracellular"
5926,r2298,"Transport, extracellular"
5927,r2299,"Transport, extracellular"
5928,r2300,"Transport, extracellular"
5929,r2301,"Transport, extracellular"
5930,r2302,"Transport, extracellular"
5931,r2303,"Transport, extracellular"
5932,r2304,"Transport, extracellular"
5933,r2305,"Transport, extracellular"
5934,r2306,"Transport, extracellular"
5935,r2307,"Transport, extracellular"
5936,r2308,"Transport, extracellular"
5937,r2309,"Transport, extracellular"
5938,r2310,"Transport, extracellular"
5939,r2311,"Transport, extracellular"
5940,r2312,"Transport, extracellular"
5941,r2313,"Transport, extracellular"
5942,r2314,"Transport, extracellular"
5943,r2315,"Transport, extracellular"
5944,r2316,"Transport, extracellular"
5945,r2317,"Transport, extracellular"
5946,r2318,"Transport, extracellular"
5947,r2319,"Transport, extracellular"
5948,r2320,"Transport, extracellular"
5949,r2321,"Transport, extracellular"
5950,r2322,"Transport, extracellular"
5951,r2323,"Transport, extracellular"
5952,r2324,"Transport, extracellular"
5953,r2325,"Transport, extracellular"
5954,r2326,"Transport, extracellular"
5955,r2327,"Transport, extracellular"
5956,r2328,"Transport, extracellular"
5957,r2329,"Transport, extracellular"
5958,r2330,"Transport, extracellular"
5959,r2331,"Transport, extracellular"
5960,r2332,"Transport, extracellular"
5961,r2333,"Transport, extracellular"
5962,r2334,"Transport, extracellular"
5963,r2335,"Transport, extracellular"
5964,r2338,"Transport, extracellular"
5965,r2341,"Transport, extracellular"
5966,r2342,"Transport, extracellular"
5967,r2343,"Transport, extracellular"
5968,r2344,"Transport, extracellular"
5969,r2346,"Transport, extracellular"
5970,r2347,"Transport, extracellular"
5971,r2352,"Transport, extracellular"
5972,r2353,"Transport, extracellular"
5973,r2354,"Transport, extracellular"
5974,r2355,"Transport, extracellular"
5975,r2356,"Transport, extracellular"
5976,r2357,"Transport, extracellular"
5977,r2358,"Transport, extracellular"
5978,r2359,"Transport, extracellular"
5979,r2360,"Transport, extracellular"
5980,r2361,"Transport, extracellular"
5981,r2362,"Transport, extracellular"
5982,r2363,"Transport, extracellular"
5983,r2364,"Transport, extracellular"
5984,r2365,"Transport, extracellular"
5985,r2366,"Transport, extracellular"
5986,r2367,"Transport, extracellular"
5987,r2368,"Transport, extracellular"
5988,r2369,"Transport, extracellular"
5989,r2370,"Transport, extracellular"
5990,r2371,"Transport, mitochondrial"
5991,r2372,"Transport, mitochondrial"
5992,r2373,"Transport, mitochondrial"
5993,r2374,"Transport, mitochondrial"
5994,r2375,"Transport, mitochondrial"
5995,r2376,"Transport, mitochondrial"
5996,r2377,"Transport, mitochondrial"
5997,r2378,"Transport, mitochondrial"
5998,r2379,"Transport, mitochondrial"
5999,r2380,"Transport, mitochondrial"
6000,r2381,"Transport, mitochondrial"
6001,r2382,"Transport, mitochondrial"
6002,r2384,"Transport, mitochondrial"
6003,r2385,"Transport, mitochondrial"
6004,r2386,"Transport, mitochondrial"
6005,r2387,"Transport, mitochondrial"
6006,r2388,"Transport, mitochondrial"
6007,r2389,"Transport, mitochondrial"
6008,r2390,"Transport, mitochondrial"
6009,r2391,"Transport, mitochondrial"
6010,r2392,"Transport, mitochondrial"
6011,r2393,"Transport, mitochondrial"
6012,r2394,"Transport, mitochondrial"
6013,r2395,"Transport, mitochondrial"
6014,r2396,"Transport, mitochondrial"
6015,r2397,"Transport, mitochondrial"
6016,r2398,"Transport, mitochondrial"
6017,r2399,"Transport, mitochondrial"
6018,r2400,"Transport, mitochondrial"
6019,r2401,"Transport, mitochondrial"
6020,r2402,"Transport, mitochondrial"
6021,r2403,"Transport, mitochondrial"
6022,r2404,"Transport, mitochondrial"
6023,r2405,"Transport, mitochondrial"
6024,r2406,"Transport, mitochondrial"
6025,r2407,"Transport, mitochondrial"
6026,r2408,"Transport, mitochondrial"
6027,r2409,"Transport, mitochondrial"
6028,r2410,"Transport, mitochondrial"
6029,r2411,"Transport, mitochondrial"
6030,r2413,"Transport, mitochondrial"
6031,r2416,"Transport, mitochondrial"
6032,r2419,"Transport, mitochondrial"
6033,r2420,"Transport, mitochondrial"
6034,r2425,"Transport, mitochondrial"
6035,r2433,"Transport, mitochondrial"
6036,r2434,"Transport, mitochondrial"
6037,r2436,"Transport, mitochondrial"
6038,r2437,"Transport, mitochondrial"
6039,r2438,"Transport, mitochondrial"
6040,r2444,"Transport, extracellular"
6041,r2447,"Transport, extracellular"
6042,r2449,"Transport, extracellular"
6043,r2465,"Transport, extracellular"
6044,r2471,"Transport, extracellular"
6045,r2472,"Transport, mitochondrial"
6046,r2473,"Transport, endoplasmic reticular"
6047,r2482,"Transport, extracellular"
6048,r2483,"Transport, extracellular"
6049,r2484,"Transport, extracellular"
6050,r2485,"Transport, extracellular"
6051,r2486,"Transport, extracellular"
6052,r2487,"Transport, extracellular"
6053,r2488,"Transport, extracellular"
6054,r2489,"Transport, extracellular"
6055,r2490,"Transport, extracellular"
6056,r2491,"Transport, extracellular"
6057,r2492,"Transport, extracellular"
6058,r2493,"Transport, extracellular"
6059,r2494,"Transport, extracellular"
6060,r2495,"Transport, extracellular"
6061,r2496,"Transport, extracellular"
6062,r2499,"Transport, peroxisomal"
6063,r2501,"Transport, peroxisomal"
6064,r2502,"Transport, peroxisomal"
6065,r2503,"Transport, peroxisomal"
6066,r2505,"Transport, endoplasmic reticular"
6067,r2506,"Transport, endoplasmic reticular"
6068,r2507,"Transport, endoplasmic reticular"
6069,r2508,"Transport, endoplasmic reticular"
6070,r2509,"Transport, endoplasmic reticular"
6071,r2510,"Transport, endoplasmic reticular"
6072,r2511,"Transport, endoplasmic reticular"
6073,r2512,"Transport, endoplasmic reticular"
6074,r2513,"Transport, endoplasmic reticular"
6075,r2514,"Transport, endoplasmic reticular"
6076,r2515,"Transport, endoplasmic reticular"
6077,r2516,"Transport, peroxisomal"
6078,r2517,"Transport, peroxisomal"
6079,r2518,"Transport, peroxisomal"
6080,r2519,"Transport, endoplasmic reticular"
6081,r2520,"Transport, mitochondrial"
6082,r2521,"Transport, endoplasmic reticular"
6083,r2525,"Transport, extracellular"
6084,r2526,"Transport, extracellular"
6085,r2532,"Transport, extracellular"
6086,r2534,"Transport, extracellular"
6087,r2535,"Transport, extracellular"
6088,r2537,"Transport, endoplasmic reticular"
6089,r2538,"Transport, endoplasmic reticular"
6090,r2539,"Transport, mitochondrial"
6091,RE3477C,Eicosanoid metabolism
6092,CITt4_4,"Transport, extracellular"
6093,GLYt7_311_r,"Transport, extracellular"
6094,HCO3_NAt,"Transport, extracellular"
6095,INSTt4_2,"Transport, extracellular"
6096,PIt8,"Transport, extracellular"
6097,PIt9,"Transport, extracellular"
6098,PROt4_2_r,"Transport, extracellular"
6099,CYOOm3,Oxidative phosphorylation
6100,2MB2COAc,Fatty acid oxidation
6101,3HBCOARc,Fatty acid oxidation
6102,ADPACTD,Fatty acid oxidation
6103,BCRNe,Fatty acid oxidation
6104,C101CRNe,Fatty acid oxidation
6105,C10CRNe,Fatty acid oxidation
6106,C10DCCACT,Fatty acid oxidation
6107,C10DCe,Fatty acid oxidation
6108,C12DCTD,Fatty acid oxidation
6109,C12DCe,Fatty acid oxidation
6110,C141ACBP,Fatty acid oxidation
6111,C141OHe,Fatty acid oxidation
6112,C142ACBP,Fatty acid oxidation
6113,C142OHe,Fatty acid oxidation
6114,C162ACBP,Fatty acid oxidation
6115,C162OHe,Fatty acid oxidation
6116,C16DCe,Fatty acid oxidation
6117,C16txc,"Transport, peroxisomal"
6118,C2tcx,"Transport, peroxisomal"
6119,C3DCe,Fatty acid oxidation
6120,C4CRNe,Fatty acid oxidation
6121,C4DCCACT,Fatty acid oxidation
6122,C4DCe,Fatty acid oxidation
6123,C4tcx,"Transport, peroxisomal"
6124,C4tmc,"Transport, mitochondrial"
6125,C5DCe,Fatty acid oxidation
6126,C6CRNe,Fatty acid oxidation
6127,C6CRNtcx,"Transport, peroxisomal"
6128,C6DCCACT,Fatty acid oxidation
6129,C6DCe,Fatty acid oxidation
6130,C81CRNe,Fatty acid oxidation
6131,C8CRNe,Fatty acid oxidation
6132,C8DCe,Fatty acid oxidation
6133,C9BRxtc,"Transport, peroxisomal"
6134,DCATDc,Fatty acid oxidation
6135,DCATDr,Fatty acid oxidation
6136,DCSPTN1COAtxc,"Transport, peroxisomal"
6137,DDCRNe,Fatty acid oxidation
6138,DDECCRNe,Fatty acid oxidation
6139,DDECE1CRNe,Fatty acid oxidation
6140,DECCRNe,Fatty acid oxidation
6141,DECDICRNe,Fatty acid oxidation
6142,DOCO13ECOAtxc,"Transport, peroxisomal"
6143,DOCO13EFATP,Fatty acid oxidation
6144,DOCOSACTDe,Fatty acid oxidation
6145,DOCOSACTDr,Fatty acid oxidation
6146,DOCOSADIACTD,Fatty acid oxidation
6147,DOCOSCOAtxc,"Transport, peroxisomal"
6148,DOCOSDIACTD,Fatty acid oxidation
6149,FAOXC12DCTc,Fatty acid oxidation
6150,GLUTCOAACBP,Fatty acid oxidation
6151,HDCACBP,Fatty acid oxidation
6152,HDDACBP,Fatty acid oxidation
6153,HDECAACBP,Fatty acid oxidation
6154,HDECEACBP,Fatty acid oxidation
6155,HEDCECRNe,Fatty acid oxidation
6156,HEXCOAACBP,Fatty acid oxidation
6157,HEXDCRNe,Fatty acid oxidation
6158,HEXDIACTD,Fatty acid oxidation
6159,HEXDICOAACBP,Fatty acid oxidation
6160,HEXDICOAACBPx,Fatty acid oxidation
6161,HIVCACBP,Fatty acid oxidation
6162,HIVCRNe,Fatty acid oxidation
6163,HOCDACBP,Fatty acid oxidation
6164,HOCTDACBP,Fatty acid oxidation
6165,HOCTDEC2CRNe,Fatty acid oxidation
6166,HOCTDECCRNe,Fatty acid oxidation
6167,HTDCACBP,Fatty acid oxidation
6168,HTDCRNe,Fatty acid oxidation
6169,IVCOAACBP,Fatty acid oxidation
6170,IVCRNe,Fatty acid oxidation
6171,LGNCCOAtcx,"Transport, peroxisomal"
6172,NRVNCCOAtxc,"Transport, peroxisomal"
6173,OCD11CRNCACT,Fatty acid oxidation
6174,OCT11EFATP,Fatty acid oxidation
6175,OCTDEC2ACBP,Fatty acid oxidation
6176,OCTDECCACT,Fatty acid oxidation
6177,OCTDECE1CRNe,Fatty acid oxidation
6178,OMHDEACIDTD,Fatty acid oxidation
6179,OMHDOCOSACTD,Fatty acid oxidation
6180,OMHPALTD,Fatty acid oxidation
6181,PRISTCOAtcx,"Transport, peroxisomal"
6182,SCP21cx,"Transport, peroxisomal"
6183,SEBACIDTD,Fatty acid oxidation
6184,STCOATxc,"Transport, peroxisomal"
6185,STRDNCCOAtxc,"Transport, peroxisomal"
6186,SUBEACTD,Fatty acid oxidation
6187,SUBERCACT,Fatty acid oxidation
6188,SUCCTD,Fatty acid oxidation
6189,TDCRNe,Fatty acid oxidation
6190,TETDEC2CRNe,Fatty acid oxidation
6191,TETDECE1CRNe,Fatty acid oxidation
6192,TIGCRNe,Fatty acid oxidation
6193,34DHPHELAT1tc,"Transport, extracellular"
6194,4OHPROIMINOtc,"Transport, extracellular"
6195,ALAALAPEPT1tc,"Transport, extracellular"
6196,ALAATB0tc,"Transport, extracellular"
6197,ALAyLATthc,"Transport, extracellular"
6198,ARGATB0tc,"Transport, extracellular"
6199,ASCBSVCTtc,"Transport, extracellular"
6200,ASNATB0tc,"Transport, extracellular"
6201,ASNPHELAT2tc,"Transport, extracellular"
6202,BALABETAtc,"Transport, extracellular"
6203,BALAPAT1tc,"Transport, extracellular"
6204,BTNTe,"Transport, extracellular"
6205,CARPEPT1tc,"Transport, extracellular"
6206,CARhPTtc,"Transport, lysosomal"
6207,CBLtle,"Transport, extracellular"
6208,CHOLESTTDe,"Transport, extracellular"
6209,CYSATB0tc,"Transport, extracellular"
6210,CYSPHELAT2tc,"Transport, extracellular"
6211,CYSSNAT5tc,"Transport, extracellular"
6212,CYSTALArBATtc,"Transport, extracellular"
6213,CYSTLEUrBATtc,"Transport, extracellular"
6214,FOLTle,"Transport, extracellular"
6215,GALSGLT1le,"Transport, extracellular"
6216,GLCSGLT1le,"Transport, extracellular"
6217,GLNATB0tc,"Transport, extracellular"
6218,GLNyLATthc,"Transport, extracellular"
6219,GLYGLYPEPT1tc,"Transport, extracellular"
6220,GLYLEUPEPT1tc,"Transport, extracellular"
6221,GLYPHEPEPT1tc,"Transport, extracellular"
6222,GLYPROPEPT1tc,"Transport, extracellular"
6223,GLYSARPEPT1tc,"Transport, extracellular"
6224,GLYSNAT5tc,"Transport, extracellular"
6225,HIShPTtc,"Transport, lysosomal"
6226,HISyLATtc,"Transport, extracellular"
6227,HISyLATthc,"Transport, extracellular"
6228,HPETFABP1tc,"Transport, endoplasmic reticular"
6229,ILEATB0tc,"Transport, extracellular"
6230,ILELAT1tc,"Transport, extracellular"
6231,ILEPHELAT2tc,"Transport, extracellular"
6232,LEUATB0tc,"Transport, extracellular"
6233,LEUGLYPEPT1tc,"Transport, extracellular"
6234,LEULEUPEPT1tc,"Transport, extracellular"
6235,LEUPHELAT2tc,"Transport, extracellular"
6236,LEUyLAThtc,"Transport, extracellular"
6237,LINOFATPtc,"Transport, extracellular"
6238,LYSATB0tc,"Transport, extracellular"
6239,METATB0tc,"Transport, extracellular"
6240,METyLATthc,"Transport, extracellular"
6241,MTHFTe,"Transport, extracellular"
6242,NACDe,"Transport, extracellular"
6243,NACHORCTL3le,"Transport, extracellular"
6244,NCAMDe,"Transport, extracellular"
6245,OCDEAFABP1tc,"Transport, endoplasmic reticular"
6246,ORNALArBATtc,"Transport, extracellular"
6247,ORNLEUrBATtc,"Transport, extracellular"
6248,PCHOLHSTDe,"Transport, extracellular"
6249,PHEATB0tc,"Transport, extracellular"
6250,PHEyLATthc,"Transport, extracellular"
6251,PMTCOAFABP1tc,"Transport, endoplasmic reticular"
6252,PNTORDe,"Transport, extracellular"
6253,PROGLYPEPT1tc,"Transport, extracellular"
6254,PROIMINOtc,"Transport, extracellular"
6255,RIBFLVte,"Transport, extracellular"
6256,SBTle,"Transport, extracellular"
6257,SERATB0tc,"Transport, extracellular"
6258,TAGHSTDe,"Transport, extracellular"
6259,TAUBETAtc,"Transport, extracellular"
6260,TAUPAT1c,"Transport, extracellular"
6261,THMATPe,"Transport, extracellular"
6262,THRATB0tc,"Transport, extracellular"
6263,THRPHELAT2tc,"Transport, extracellular"
6264,TRPATB0tc,"Transport, extracellular"
6265,TYRATB0tc,"Transport, extracellular"
6266,TYRPHELAT2tc,"Transport, extracellular"
6267,VALATB0tc,"Transport, extracellular"
6268,VALLAT1tc,"Transport, extracellular"
6269,VALPHELAT2tc,"Transport, extracellular"
6270,VITEtl,"Transport, extracellular"
6271,VITKtl,"Transport, extracellular"
6272,XOLEST2HSTDle,"Transport, extracellular"
6273,1a25DHVITD3TRn,"Transport, nuclear"
6274,3AIB_Dtm,"Transport, mitochondrial"
6275,3HCO3_NAt,"Transport, extracellular"
6276,4ABUTtcn,"Transport, nuclear"
6277,4HPROLTASCT1,"Transport, extracellular"
6278,5MTHFt2le,"Transport, extracellular"
6279,ADNt5le,"Transport, extracellular"
6280,AHCYStd,"Transport, mitochondrial"
6281,ALA-DTDe,"Transport, extracellular"
6282,AMETtd,"Transport, mitochondrial"
6283,ASPDTDe,"Transport, extracellular"
6284,ASPPROASCT1,"Transport, extracellular"
6285,ASPte,"Transport, extracellular"
6286,CHSTEROLtrc,"Transport, endoplasmic reticular"
6287,CRNrtx,"Transport, peroxisomal"
6288,CYTDt5le,"Transport, extracellular"
6289,Coqe,"Transport, extracellular"
6290,DATPtm,"Transport, mitochondrial"
6291,DCTPtm,"Transport, mitochondrial"
6292,DGTPtm,"Transport, mitochondrial"
6293,DHAPtc,"Transport, mitochondrial"
6294,DTTPtm,"Transport, mitochondrial"
6295,FADtm,"Transport, mitochondrial"
6296,FE2DMT1,"Transport, extracellular"
6297,FE3MTP1,"Transport, extracellular"
6298,FOLt2le,"Transport, extracellular"
6299,FRDPtcr,"Transport, endoplasmic reticular"
6300,GLCGLUT2,"Transport, extracellular"
6301,GLUPROASCT1,"Transport, extracellular"
6302,GLY3Pt,"Transport, peroxisomal"
6303,GLYC3Ptmc,"Transport, mitochondrial"
6304,GLYCTDle,"Transport, extracellular"
6305,GSNt5le,"Transport, extracellular"
6306,INSt5le,"Transport, extracellular"
6307,KHte,"Transport, extracellular"
6308,LACLt,"Transport, peroxisomal"
6309,MAL_Ltx,"Transport, peroxisomal"
6310,NADtm,"Transport, mitochondrial"
6311,NADtx,"Transport, peroxisomal"
6312,NODe,"Transport, extracellular"
6313,PHEMEe,"Transport, extracellular"
6314,PPItm,"Transport, mitochondrial"
6315,PRO_Dtde,"Transport, extracellular"
6316,PTCRTD,"Transport, extracellular"
6317,Q10H2e,"Transport, extracellular"
6318,RTOTALFATPc,"Transport, extracellular"
6319,SFCYSe,"Transport, extracellular"
6320,SPMTDe,"Transport, extracellular"
6321,SPRMTDe,"Transport, extracellular"
6322,TAURCHAe,"Transport, extracellular"
6323,THMDt5le,"Transport, extracellular"
6324,URIt5le,"Transport, extracellular"
6325,q10h2tc,"Transport, mitochondrial"
6326,q10tm,"Transport, mitochondrial"
6327,34HPPte,"Transport, extracellular"
6328,3MOBte,"Transport, extracellular"
6329,3MOPte,"Transport, extracellular"
6330,4HPRO_LTte,"Transport, extracellular"
6331,4MOPte,"Transport, extracellular"
6332,5MTAte,"Transport, extracellular"
6333,5OXPROt,"Transport, extracellular"
6334,AHCYSte,"Transport, extracellular"
6335,AICARte,"Transport, extracellular"
6336,ANTHte,"Transport, extracellular"
6337,CBASPte,"Transport, extracellular"
6338,MAL_Lte,"Transport, extracellular"
6339,OROTGLUt,"Transport, extracellular"
6340,IDOURte,"Transport, extracellular"
6341,Tyr_ggnt,
6342,fumt,
6343,xmpt,
6344,dcmpt,
6345,HC00342te,"Transport, extracellular"
6346,glyc3pte,"Transport, extracellular"
6347,DM_13_cis_oretn_n_,Exchange/demand reaction
6348,DM_13_cis_retn_n_,Exchange/demand reaction
6349,DM_Asn_X_Ser_Thr_ly_,Exchange/demand reaction
6350,DM_avite1_c_,Exchange/demand reaction
6351,DM_avite2_c_,Exchange/demand reaction
6352,DM_bvite_c_,Exchange/demand reaction
6353,DM_core5_g_,Exchange/demand reaction
6354,DM_core7_g_,Exchange/demand reaction
6355,DM_core8_g_,Exchange/demand reaction
6356,DM_datp_m_,Exchange/demand reaction
6357,DM_datp_n_,Exchange/demand reaction
6358,DM_dctp_m_,Exchange/demand reaction
6359,DM_dctp_n_,Exchange/demand reaction
6360,DM_dem2emgacpail_prot_hs_r_,Exchange/demand reaction
6361,DM_dgpi_prot_hs_r_,Exchange/demand reaction
6362,DM_dgtp_m_,Exchange/demand reaction
6363,DM_dgtp_n_,Exchange/demand reaction
6364,DM_dttp_m_,Exchange/demand reaction
6365,DM_dttp_n_,Exchange/demand reaction
6366,DM_ethamp_r_,Exchange/demand reaction
6367,DM_gncore2_g_,Exchange/demand reaction
6368,DM_gpi_sig_er_,Exchange/demand reaction
6369,DM_hretn_n_,Exchange/demand reaction
6370,DM_mem2emgacpail_prot_hs_r_,Exchange/demand reaction
6371,DM_n5m2masn_g_,Exchange/demand reaction
6372,DM_oretn_n_,Exchange/demand reaction
6373,DM_Ser_Thr_ly_,Exchange/demand reaction
6374,DM_Ser_Gly_Ala_X_Gly_ly_,Exchange/demand reaction
6375,DM_sprm_c_,Exchange/demand reaction
6376,DM_T_antigen_g_,Exchange/demand reaction
6377,DM_yvite_c_,Exchange/demand reaction
6378,sink_citr(c),Exchange/demand reaction
6379,sink_pre_prot(r),Exchange/demand reaction
6380,sink_c81coa(c),Fatty acid oxidation
6381,sink_dd2coa(c),Fatty acid oxidation
6382,sink_decdicoa(c),Fatty acid oxidation
6383,sink_octdececoa(c),Fatty acid oxidation
6384,sink_tetdece1coa(c),Fatty acid oxidation
6385,DM_1a25dhvitd3(n),Exchange/demand reaction
6386,DM_4abut(n),Exchange/demand reaction
6387,DM_5hpet(r),Exchange/demand reaction
6388,DM_taur(c),Exchange/demand reaction
6389,DM_pe_hs(r),Exchange/demand reaction
6390,DM_pmtcoa(r),Exchange/demand reaction
6391,sink_5hpet(c),Exchange/demand reaction
6392,DM_4hrpo,Exchange/demand reaction
6393,DM_Lcystin,Exchange/demand reaction
6394,DM_anth,Exchange/demand reaction
6395,DM_btn,Exchange/demand reaction
6396,DM_fol,Exchange/demand reaction
6397,DM_ncam,Exchange/demand reaction
6398,DM_pnto_R,Exchange/demand reaction
6399,EX_10fthf(e),Exchange/demand reaction
6400,EX_11_cis_retfa(e),Exchange/demand reaction
6401,EX_13_cis_retnglc(e),Exchange/demand reaction
6402,EX_1glyc_hs(e),Exchange/demand reaction
6403,EX_1mncam(e),Exchange/demand reaction
6404,EX_2425dhvitd2(e),Exchange/demand reaction
6405,EX_2425dhvitd3(e),Exchange/demand reaction
6406,EX_24nph(e),Exchange/demand reaction
6407,EX_25hvitd2(e),Exchange/demand reaction
6408,EX_25hvitd3(e),Exchange/demand reaction
6409,EX_2hb(e),Exchange/demand reaction
6410,EX_2mcit(e),Exchange/demand reaction
6411,EX_34dhoxpeg(e),Exchange/demand reaction
6412,EX_34dhphe(e),Exchange/demand reaction
6413,EX_35cgmp(e),Exchange/demand reaction
6414,EX_3aib(e),Exchange/demand reaction
6415,EX_3aib_D(e),Exchange/demand reaction
6416,EX_3mlda(e),Exchange/demand reaction
6417,EX_4abut(e),Exchange/demand reaction
6418,EX_4hdebrisoquine(e),Exchange/demand reaction
6419,EX_4hphac(e),Exchange/demand reaction
6420,EX_4mptnl(e),Exchange/demand reaction
6421,EX_4mtolbutamide(e),Exchange/demand reaction
6422,EX_4nph(e),Exchange/demand reaction
6423,EX_4nphsf(e),Exchange/demand reaction
6424,EX_4pyrdx(e),Exchange/demand reaction
6425,EX_5adtststerone(e),Exchange/demand reaction
6426,EX_5adtststeroneglc(e),Exchange/demand reaction
6427,EX_5fthf(e),Exchange/demand reaction
6428,EX_5homeprazole(e),Exchange/demand reaction
6429,EX_5htrp(e),Exchange/demand reaction
6430,EX_5mthf(e),Exchange/demand reaction
6431,EX_6htststerone(e),Exchange/demand reaction
6432,EX_9_cis_retfa(e),Exchange/demand reaction
6433,EX_abt(e),Exchange/demand reaction
6434,EX_ac(e),Exchange/demand reaction
6435,EX_acac(e),Exchange/demand reaction
6436,EX_acald(e),Exchange/demand reaction
6437,EX_acetone(e),Exchange/demand reaction
6438,EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e),Exchange/demand reaction
6439,EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6440,EX_acgam(e),Exchange/demand reaction
6441,EX_ach(e),Exchange/demand reaction
6442,EX_ade(e),Exchange/demand reaction
6443,EX_adn(e),Exchange/demand reaction
6444,EX_adp_,Exchange/demand reaction
6445,EX_adprbp(e),Exchange/demand reaction
6446,EX_adprib(e),Exchange/demand reaction
6447,EX_adrn(e),Exchange/demand reaction
6448,EX_adrnl(e),Exchange/demand reaction
6449,EX_aflatoxin(e),Exchange/demand reaction
6450,EX_ahandrostanglc(e),Exchange/demand reaction
6451,EX_ak2lgchol_hs(e),Exchange/demand reaction
6452,EX_akg(e),Exchange/demand reaction
6453,EX_ala_B(e),Exchange/demand reaction
6454,EX_ala_D(e),Exchange/demand reaction
6455,EX_ala_L(e),Exchange/demand reaction
6456,EX_aldstrn(e),Exchange/demand reaction
6457,EX_amp(e),Exchange/demand reaction
6458,EX_andrstrn(e),Exchange/demand reaction
6459,EX_andrstrnglc(e),Exchange/demand reaction
6460,EX_antipyrene(e),Exchange/demand reaction
6461,EX_apnnox(e),Exchange/demand reaction
6462,EX_appnn(e),Exchange/demand reaction
6463,EX_aprgstrn(e),Exchange/demand reaction
6464,EX_aqcobal(e),Exchange/demand reaction
6465,EX_arab_L(e),Exchange/demand reaction
6466,EX_arach(e),Exchange/demand reaction
6467,EX_arachd(e),Exchange/demand reaction
6468,EX_arg_L(e),Exchange/demand reaction
6469,EX_ascb_L(e),Exchange/demand reaction
6470,EX_asn_L(e),Exchange/demand reaction
6471,EX_asp_D(e),Exchange/demand reaction
6472,EX_asp_L(e),Exchange/demand reaction
6473,EX_atp(e),Exchange/demand reaction
6474,EX_avite1(e),Exchange/demand reaction
6475,EX_avite2(e),Exchange/demand reaction
6476,EX_bhb(e),Exchange/demand reaction
6477,EX_bildglcur(e),Exchange/demand reaction
6478,EX_bilglcur(e),Exchange/demand reaction
6479,EX_bilirub(e),Exchange/demand reaction
6480,EX_biocyt(e),Exchange/demand reaction
6481,EX_btn(e),Exchange/demand reaction
6482,EX_but(e),Exchange/demand reaction
6483,EX_bvite(e),Exchange/demand reaction
6484,EX_bz(e),Exchange/demand reaction
6485,EX_ca2(e),Exchange/demand reaction
6486,EX_camp(e),Exchange/demand reaction
6487,EX_caro(e),Exchange/demand reaction
6488,EX_carveol(e),Exchange/demand reaction
6489,EX_cgly(e),Exchange/demand reaction
6490,EX_chol(e),Exchange/demand reaction
6491,EX_cholate(e),Exchange/demand reaction
6492,EX_chsterol(e),Exchange/demand reaction
6493,EX_chtn(e),Exchange/demand reaction
6494,EX_cit(e),Exchange/demand reaction
6495,EX_cl(e),Exchange/demand reaction
6496,EX_CLPND(e),Exchange/demand reaction
6497,EX_cmp(e),Exchange/demand reaction
6498,EX_co(e),Exchange/demand reaction
6499,EX_co2(e),Exchange/demand reaction
6500,EX_coumarin(e),Exchange/demand reaction
6501,EX_creat(e),Exchange/demand reaction
6502,EX_crmp_hs(e),Exchange/demand reaction
6503,EX_crn(e),Exchange/demand reaction
6504,EX_crtsl(e),Exchange/demand reaction
6505,EX_crtstrn(e),Exchange/demand reaction
6506,EX_crvnc(e),Exchange/demand reaction
6507,EX_csn(e),Exchange/demand reaction
6508,EX_cyan(e),Exchange/demand reaction
6509,EX_cys_L(e),Exchange/demand reaction
6510,EX_cytd(e),Exchange/demand reaction
6511,EX_dad_2(e),Exchange/demand reaction
6512,EX_dag_hs(e),Exchange/demand reaction
6513,EX_dcsptn1(e),Exchange/demand reaction
6514,EX_dcyt(e),Exchange/demand reaction
6515,EX_debrisoquine(e),Exchange/demand reaction
6516,EX_dgchol(e),Exchange/demand reaction
6517,EX_dgsn(e),Exchange/demand reaction
6518,EX_dhdascb(e),Exchange/demand reaction
6519,EX_dheas(e),Exchange/demand reaction
6520,EX_dhf(e),Exchange/demand reaction
6521,EX_digalsgalside_hs(e),Exchange/demand reaction
6522,EX_din(e),Exchange/demand reaction
6523,EX_dlnlcg(e),Exchange/demand reaction
6524,EX_dmantipyrine(e),Exchange/demand reaction
6525,EX_dmhptcrn(e),Exchange/demand reaction
6526,EX_dopa(e),Exchange/demand reaction
6527,EX_dopasf(e),Exchange/demand reaction
6528,EX_drib(e),Exchange/demand reaction
6529,EX_duri(e),Exchange/demand reaction
6530,EX_eaflatoxin(e),Exchange/demand reaction
6531,EX_ebastine(e),Exchange/demand reaction
6532,EX_ebastineoh(e),Exchange/demand reaction
6533,EX_eicostet(e),Exchange/demand reaction
6534,EX_elaid(e),Exchange/demand reaction
6535,EX_estradiol(e),Exchange/demand reaction
6536,EX_estradiolglc(e),Exchange/demand reaction
6537,EX_estriolglc(e),Exchange/demand reaction
6538,EX_estroneglc(e),Exchange/demand reaction
6539,EX_estrones(e),Exchange/demand reaction
6540,EX_etoh(e),Exchange/demand reaction
