,reactions,weights
3155,RE3114R,0.0
3156,RE3119C,0.0
3157,RE3119R,0.0
3158,RE3120C,0.0
3159,RE3120R,0.0
3160,RE3121C,0.0
3161,RE3121R,0.0
3162,RE3122C,0.0
3163,RE3122R,0.0
3164,RE3123C,0.0
3165,RE3123R,0.0
3166,RE3124C,0.0
3167,RE3124R,0.0
3168,RE3125C,0.0
3169,RE3125R,0.0
3170,RE3126C,0.0
3171,RE3126R,0.0
3172,RE3129N,0.0
3173,RE3132R,0.0
3174,RE3134C,0.0
3175,RE3134R,0.0
3176,RE3136C,0.0
3177,RE3139X,0.0
3178,RE3140X,-3.869210687
3179,RE3141X,0.0
3180,RE3144C,0.0
3181,RE3144M,0.0
3182,RE3145X,0.0
3183,RE3146R,0.0
3184,RE3147C,0.0
3185,RE3147R,0.0
3186,RE3148C,0.0
3187,RE3148R,0.0
3188,RE3150C,0.0
3189,RE3150R,0.0
3190,RE3151C,0.0
3191,RE3151R,0.0
3192,RE3152C,0.0
3193,RE3152R,0.0
3194,RE3153C,0.0
3195,RE3153R,0.0
3196,RE3154C,0.0
3197,RE3154R,0.0
3198,RE3155C,0.0
3199,RE3155R,0.0
3200,RE3156X,0.0
3201,RE3157X,0.0
3202,RE3158X,0.0
3203,RE3159X,-3.869210687
3204,RE3160C,0.0
3205,RE3160R,0.0
3206,RE3161C,0.0
3207,RE3161R,0.0
3208,RE3162C,0.0
3209,RE3162R,0.0
3210,RE3163C,0.0
3211,RE3163R,0.0
3212,RE3164C,0.0
3213,RE3164R,0.0
3214,RE3165C,0.0
3215,RE3165R,0.0
3216,RE3166C,0.0
3217,RE3166R,0.0
3218,RE3167C,0.0
3219,RE3167R,0.0
3220,RE3168C,0.0
3221,RE3168R,0.0
3222,RE3169C,0.0
3223,RE3169R,0.0
3224,RE3170C,0.0
3225,RE3170R,0.0
3226,RE3171C,0.0
3227,RE3171R,0.0
3228,RE3172C,0.0
3229,RE3172R,0.0
3230,RE3173C,0.0
3231,RE3173R,0.0
3232,RE3174C,0.0
3233,RE3174R,0.0
3234,RE3175C,0.0
3235,RE3175R,0.0
3236,RE3176C,0.0
3237,RE3176R,0.0
3238,RE3177M,0.0
3239,RE3178M,0.0
3240,RE3179M,0.0
3241,RE3180C,0.0
3242,RE3181C,0.0
3243,RE3184M,0.0
3244,RE3185M,0.0
3245,RE3186M,0.0
3246,RE3189M,0.0
3247,RE3190M,0.0
3248,RE3191M,0.0
3249,RE3192M,0.0
3250,RE3193M,0.0
3251,RE3194M,0.0
3252,RE3195M,0.0
3253,RE3198C,0.0
3254,RE3201C,0.0
3255,RE3218C,0.0
3256,RE3218L,0.0
3257,RE3218R,0.0
3258,RE3220C,0.0
3259,RE3220L,0.0
3260,RE3220R,0.0
3261,RE3224C,0.0
3262,RE3224R,0.0
3263,RE3225C,0.0
3264,RE3225R,0.0
3265,RE3226C,0.0
3266,RE3226R,0.0
3267,RE3227C,0.0
3268,RE3227R,0.0
3269,RE3228C,0.0
3270,RE3228R,0.0
3271,RE3229C,0.0
3272,RE3229R,0.0
3273,RE3230C,0.0
3274,RE3230R,0.0
3275,RE3231C,0.0
3276,RE3231R,0.0
3277,RE3232C,0.0
3278,RE3232R,0.0
3279,RE3233C,0.0
3280,RE3233G,0.0
3281,RE3233L,0.0
3282,RE3234C,0.0
3283,RE3234R,0.0
3284,RE3235C,0.0
3285,RE3235R,0.0
3286,RE3236C,0.0
3287,RE3236R,0.0
3288,RE3237C,0.0
3289,RE3238C,0.0
3290,RE3239C,0.0
3291,RE3241C,0.0
3292,RE3241R,0.0
3293,RE3242C,0.0
3294,RE3242R,0.0
3295,RE3243C,0.0
3296,RE3243R,0.0
3297,RE3244C,0.0
3298,RE3244R,0.0
3299,RE3245C,0.0
3300,RE3247M,0.0
3301,RE3247X,0.0
3302,RE3248M,0.0
3303,RE3248X,-3.869210687
3304,RE3250C,0.0
3305,RE3250M,0.0
3306,RE3250X,0.0
3307,RE3251C,0.0
3308,RE3251M,5.589189401
3309,RE3252C,0.0
3310,RE3258C,0.0
3311,RE3258R,0.0
3312,RE3259C,0.0
3313,RE3259R,0.0
3314,RE3260C,0.0
3315,RE3260R,0.0
3316,RE3261C,0.0
3317,RE3261R,0.0
3318,RE3264C,0.0
3319,RE3264R,0.0
3320,RE3265C,0.0
3321,RE3265R,0.0
3322,RE3268R,0.0
3323,RE3269C,0.0
3324,RE3270C,0.0
3325,RE3272N,0.0
3326,RE3273C,0.0
3327,RE3273G,0.0
3328,RE3273R,0.0
3329,RE3286C,0.0
3330,RE3286R,0.0
3331,RE3287C,0.0
3332,RE3287R,0.0
3333,RE3288C,0.0
3334,RE3288R,0.0
3335,RE3289C,0.0
3336,RE3289R,0.0
3337,RE3295C,0.0
3338,RE3301C,0.0
3339,RE3301G,0.0
3340,RE3301R,0.0
3341,RE3307C,0.0
3342,RE3307M,0.0
3343,RE3307X,0.0
3344,RE3308C,0.0
3345,RE3308M,0.0
3346,RE3308R,0.0
3347,RE3308X,0.0
3348,RE3310C,0.0
3349,RE3310R,0.0
3350,RE3326M,0.0
3351,RE3334M,0.0
3352,RE3334X,0.0
3353,RE3335C,0.0
3354,RE3335M,0.0
3355,RE3335R,0.0
3356,RE3335X,0.0
3357,RE3336M,0.0
3358,RE3336X,0.0
3359,RE3337M,0.0
3360,RE3337X,-3.869210687
3361,RE3338C,0.0
3362,RE3338M,0.0
3363,RE3338X,0.0
3364,RE3339C,0.0
3365,RE3339M,0.0
3366,RE3339X,0.0
3367,RE3340C,0.0
3368,RE3340M,0.0
3369,RE3340X,0.0
3370,RE3341M,0.0
3371,RE3341X,0.0
3372,RE3342M,0.0
3373,RE3342X,0.0
3374,RE3343C,0.0
3375,RE3343M,0.0
3376,RE3343X,0.0
3377,RE3344M,0.0
3378,RE3344X,-3.869210687
3379,RE3345C,0.0
3380,RE3345M,0.0
3381,RE3345R,0.0
3382,RE3345X,0.0
3383,RE3346C,0.0
3384,RE3346M,0.0
3385,RE3346R,0.0
3386,RE3347C,0.0
3387,RE3352C,0.0
3388,RE3367C,3.271883576
3389,RE3367E,0.0
3390,RE3367X,0.0
3391,RE3370C,0.0
3392,RE3370R,0.0
3393,RE3372C,0.0
3394,RE3378C,0.0
3395,RE3381C,0.0
3396,RE3381E,0.0
3397,RE3381L,0.0
3398,RE3383M,0.0
3399,RE3384M,0.0
3400,RE3385M,0.0
3401,RE3386M,0.0
3402,RE3387M,0.0
3403,RE3388M,0.0
3404,RE3389M,0.0
3405,RE3390M,0.0
3406,RE3391M,0.0
3407,RE3392M,0.0
3408,RE3393M,0.0
3409,RE3394M,0.0
3410,RE3395M,0.0
3411,RE3396M,0.0
3412,RE3397M,0.0
3413,RE3398M,0.0
3414,RE3399M,0.0
3415,RE3400M,0.0
3416,RE3401M,0.0
3417,RE3402M,0.0
3418,RE3403M,0.0
3419,RE3404M,0.0
3420,RE3407C,0.0
3421,RE3408C,0.0
3422,RE3409C,0.0
3423,RE3410C,0.0
3424,RE3411C,0.0
3425,RE3412C,0.0
3426,RE3413C,0.0
3427,RE3414C,0.0
3428,RE3415C,0.0
3429,RE3417C,0.0
3430,RE3420C,0.0
3431,RE3421M,0.0
3432,RE3421R,0.0
3433,RE3422C,0.0
3434,RE3423C,0.0
3435,RE3430C,0.0
3436,RE3430M,0.0
3437,RE3430X,0.0
3438,RE3431C,0.0
3439,RE3432C,0.0
3440,RE3432M,0.0
3441,RE3432X,0.0
3442,RE3434C,0.0
3443,RE3434R,0.0
3444,RE3435C,0.0
3445,RE3435R,0.0
3446,RE3436C,0.0
3447,RE3436R,0.0
3448,RE3437C,0.0
3449,RE3440C,0.0
3450,RE3440R,0.0
3451,RE3443M,0.0
3452,RE3443X,0.0
3453,RE3444C,0.0
3454,RE3444M,0.0
3455,RE3444X,0.0
3456,RE3445M,0.0
3457,RE3445X,0.0
3458,RE3446C,0.0
3459,RE3446M,0.0
3460,RE3446R,0.0
3461,RE3446X,0.0
3462,RE3447M,0.0
3463,RE3447X,-3.869210687
3464,RE3448C,0.0
3465,RE3448M,0.0
3466,RE3448X,0.0
3467,RE3449C,0.0
3468,RE3450C,0.0
3469,RE3451C,0.0
3470,RE3452C,0.0
3471,RE3453C,0.0
3472,RE3454C,0.0
3473,RE3455C,0.0
3474,RE3456C,0.0
3475,RE3457C,0.0
3476,RE3458C,0.0
3477,RE3459C,0.0
3478,RE3460C,0.0
3479,RE3464C,0.0
3480,RE3464R,0.0
3481,RE3469C,0.0
3482,RE3470C,0.0
3483,RE3470M,0.0
3484,RE3470X,0.0
3485,RE3474C,0.0
3486,RE3474R,0.0
3487,RE3475C,0.0
3488,RE3475N,0.0
3489,RE3476C,0.0
3490,RE3476M,0.0
3491,RE3476X,0.0
3492,RE3485C,0.0
3493,RE3485N,0.0
3494,RE3486C,0.0
3495,RE3488C,0.0
3496,RE3488N,0.0
3497,RE3488R,0.0
3498,RE3488X,0.0
3499,RE3490C,0.0
3500,RE3491C,0.0
3501,RE3493C,0.0
3502,RE3494C,0.0
3503,RE3495C,0.0
3504,RE3496C,0.0
3505,RE3496N,0.0
3506,RE3498N,0.0
3507,RE3498R,0.0
3508,RE3499C,0.0
3509,RE3500C,0.0
3510,RE3500R,0.0
3511,RE3500X,0.0
3512,RE3502C,0.0
3513,RE3502X,0.0
3514,RE3503C,0.0
3515,RE3503N,0.0
3516,RE3506C,0.0
3517,RE3506R,0.0
3518,RE3511C,0.0
3519,RE3511M,0.0
3520,RE3511R,0.0
3521,RE3513C,0.0
3522,RE3513N,0.0
3523,RE3513R,0.0
3524,RE3514C,0.0
3525,RE3514R,0.0
3526,RE3515C,0.0
3527,RE3518C,0.0
3528,RE3518R,0.0
3529,RE3519C,0.0
3530,RE3519R,0.0
3531,RE3519X,0.0
3532,RE3520C,0.0
3533,RE3520E,0.0
3534,RE3520M,0.0
3535,RE3520N,0.0
3536,RE3521C,0.0
3537,RE3521M,0.0
3538,RE3521R,0.0
3539,RE3521X,0.0
3540,RE3522C,0.0
3541,RE3522R,0.0
3542,RE3524R,0.0
3543,RE3525C,0.0
3544,RE3525M,0.0
3545,RE3525N,0.0
3546,RE3525R,0.0
3547,RE3525X,0.0
3548,RE3526C,0.0
3549,RE3526M,0.0
3550,RE3526X,0.0
3551,RE3532C,0.0
3552,RE3532M,0.0
3553,RE3532R,0.0
3554,RE3533C,0.0
3555,RE3533M,0.0
3556,RE3533R,0.0
3557,RE3534C,0.0
3558,RE3534M,0.0
3559,RE3534R,0.0
3560,RE3535R,0.0
3561,RE3536C,0.0
3562,RE3537C,0.0
3563,RE3550X,0.0
3564,RE3551X,0.0
3565,RE3552X,0.0
3566,RE3554C,0.0
3567,RE3554M,0.0
3568,RE3554R,0.0
3569,RE3556C,0.0
3570,RE3557C,0.0
3571,RE3557M,0.0
3572,RE3557R,0.0
3573,RE3559M,0.0
3574,RE3559X,0.0
3575,RE3560C,0.0
3576,RE3560M,0.0
3577,RE3560X,0.0
3578,RE3561M,0.0
3579,RE3561X,0.0
3580,RE3562C,0.0
3581,RE3562M,0.0
3582,RE3562R,0.0
3583,RE3562X,0.0
3584,RE3563M,0.0
3585,RE3563X,-3.869210687
3586,RE3564C,0.0
3587,RE3564M,0.0
3588,RE3564X,0.0
3589,RE3565C,0.0
3590,RE3566C,0.0
3591,RE3567C,0.0
3592,RE3568C,0.0
3593,RE3570C,0.0
3594,RE3571C,0.0
3595,RE3571R,0.0
3596,RE3572X,0.0
3597,RE3573X,0.0
3598,RE3574X,0.0
3599,RE3575X,0.0
3600,RE3576X,0.0
3601,RE3577X,0.0
3602,RE3578X,-3.869210687
3603,RE3580X,0.0
3604,RE3581X,0.0
3605,RE3582X,0.0
3606,RE3583X,-3.869210687
3607,RE3586X,0.0
3608,RE3587C,0.0
3609,RE3587N,0.0
3610,RE3596C,0.0
3611,RE3596M,0.0
3612,RE3596X,0.0
3613,RE3597C,0.0
3614,RE3597M,0.0
3615,RE3597X,0.0
3616,RE3624M,0.0
3617,RE3624X,0.0
3618,RE3626M,0.0
3619,RE3629C,0.0
3620,RE3630C,0.0
3621,RE3631C,0.0
3622,RE3633C,0.0
3623,RE3636C,0.0
3624,RN0001C,0.0
3625,RN0001R,0.0
3626,RN0002N,0.0
3627,RN0002R,0.0
3628,RN0013C,0.0
3629,RN0020C,0.0
3630,RN0020R,3.493083476
3631,RN0021C,0.0
3632,RN0021R,0.0
3633,RN0021X,0.0
3634,RN0022C,0.0
3635,RN0022R,0.0
3636,RN0022X,0.0
3637,RN0023C,0.0
3638,RN0023R,0.0
3639,RN0023X,0.0
3640,RN0027C,0.0
3641,RN0027R,0.0
3642,RN0028C,0.0
3643,RN0028R,0.0
3644,RN0028X,0.0
3645,RN0029C,0.0
3646,RN0029R,0.0
3647,RN0030C,0.0
3648,RN0030R,0.0
3649,RN0031C,0.0
3650,RN0031R,0.0
3651,RN0031X,0.0
3652,RN0032C,0.0
3653,RN0032R,0.0
3654,HSD17B3r,0.0
3655,ADPACDAc,0.0
3656,ADPCOACROT,0.0
3657,ADPCOAPTE,0.0
3658,C100CPT1,0.0
3659,C101CPT1,0.0
3660,C102CPT1,0.0
3661,C10DCc,0.0
3662,C10OHc,0.0
3663,C120CPT1,0.0
3664,C121CPT1,0.0
3665,C12DCACOT,0.0
3666,C12DCACT,0.0
3667,C12OHc,0.0
3668,C141CPT1,0.0
3669,C141OHc,0.0
3670,C142CPT1,0.0
3671,C142OHc,0.0
3672,C14OHc,0.0
3673,C161OHc,0.0
3674,C162OHc,0.0
3675,C16DCc,0.0
3676,C16OHc,0.0
3677,C181OHc,0.0
3678,C182OHc,0.0
3679,C18OHc,0.0
3680,C30CPT1,0.0
3681,C40CPT1,0.0
3682,C4CRNCPT2,0.0
3683,C4OHc,0.0
3684,C4x,0.0
3685,C50CPT1,0.0
3686,C51CPT1,0.0
3687,C60CPT1,0.0
3688,C6COAt,0.0
3689,C6DCc,0.0
3690,C80CPT1,0.0
3691,C81CPT1,0.0
3692,C8DCc,0.0
3693,DOCOSACT,0.0
3694,FAOXC101C102m,0.0
3695,FAOXC101C102x,0.0
3696,FAOXC101C8m,0.0
3697,FAOXC101C8x,-3.869210687
3698,FAOXC101m,-4.607585289
3699,FAOXC101x,0.0
3700,FAOXC102C101m,0.0
3701,FAOXC102C101x,0.0
3702,FAOXC102C103m,0.0
3703,FAOXC102C103x,0.0
3704,FAOXC102C81m,0.0
3705,FAOXC102C81x,-3.869210687
3706,FAOXC102m,-4.607585289
3707,FAOXC102x,0.0
3708,FAOXC103C102m,0.0
3709,FAOXC103C102x,0.0
3710,FAOXC10C10OHm,0.0
3711,FAOXC10DCC8DCx,-3.869210687
3712,FAOXC11BRC9BRx,-3.869210687
3713,FAOXC11C9m,0.0
3714,FAOXC121C101m,0.0
3715,FAOXC121C10x,-3.869210687
3716,FAOXC121x,0.0
3717,FAOXC122C101m,0.0
3718,FAOXC122m,-4.607585289
3719,FAOXC122x,0.0
3720,FAOXC123C102m,0.0
3721,FAOXC123C102x,-3.869210687
3722,FAOXC123m,-4.607585289
3723,FAOXC123x,0.0
3724,FAOXC12C12OHm,0.0
3725,FAOXC12DCC10DCx,-3.869210687
3726,FAOXC12DCc,0.0
3727,FAOXC12DCx,0.0
3728,FAOXC13BRC11BRx,-3.869210687
3729,FAOXC13C11m,0.0
3730,FAOXC141C121m,0.0
3731,FAOXC141C121x,-3.869210687
3732,FAOXC141C141OHm,0.0
3733,FAOXC142C122x,-3.869210687
3734,FAOXC142C142OHm,0.0
3735,FAOXC143C123m,0.0
3736,FAOXC143C123x,-3.869210687
3737,FAOXC14C14OHm,0.0
3738,FAOXC14DCC12DCx,-3.869210687
3739,FAOXC15ATPx,0.0
3740,FAOXC15BRC13BRx,-3.869210687
3741,FAOXC15C13m,0.0
3742,FAOXC15NADPx,0.0
3743,FAOXC15NADx,0.0
3744,FAOXC161C141m,0.0
3745,FAOXC161C141x,-3.869210687
3746,FAOXC161C161OHm,0.0
3747,FAOXC162C142m,0.0
3748,FAOXC162C162OHm,0.0
3749,FAOXC163C142x,-3.869210687
3750,FAOXC163C143m,0.0
3751,FAOXC163C164Gm,0.0
3752,FAOXC163C164x,0.0
3753,FAOXC163GC142m,0.0
3754,FAOXC163Gm,-4.607585289
3755,FAOXC163x,0.0
3756,FAOXC164C143m,0.0
3757,FAOXC164C143x,-3.869210687
3758,FAOXC164C163x,0.0
3759,FAOXC164C165m,0.0
3760,FAOXC164C165x,0.0
3761,FAOXC164GC163m,0.0
3762,FAOXC164m,-4.607585289
3763,FAOXC164x,0.0
3764,FAOXC165C164m,0.0
3765,FAOXC165C164x,0.0
3766,FAOXC16BRx,0.0
3767,FAOXC16C16OHm,0.0
3768,FAOXC16DCC14DCx,-3.869210687
3769,FAOXC16DCr,0.0
3770,FAOXC16OHC16r,0.0
3771,FAOXC181C161m,0.0
3772,FAOXC181C161x,-3.869210687
3773,FAOXC181C181OHm,0.0
3774,FAOXC182C162m,0.0
3775,FAOXC182C182OHm,0.0
3776,FAOXC183C163Gm,0.0
3777,FAOXC183C163m,0.0
3778,FAOXC184C163m,0.0
3779,FAOXC184C163x,-3.869210687
3780,FAOXC184C164m,0.0
3781,FAOXC184C164x,-3.869210687
3782,FAOXC184m,-4.607585289
3783,FAOXC184x,0.0
3784,FAOXC185C164m,0.0
3785,FAOXC185m,-4.607585289
3786,FAOXC18C18OHm,0.0
3787,FAOXC201C181x,-3.869210687
3788,FAOXC204C184m,0.0
3789,FAOXC204C205x,0.0
3790,FAOXC205C184x,-3.869210687
3791,FAOXC205C185m,0.0
3792,FAOXC221C201x,-3.869210687
3793,FAOXC225C204m,0.0
3794,FAOXC225C204x,-3.869210687
3795,FAOXC225C226m,0.0
3796,FAOXC225C226x,0.0
3797,FAOXC225m,-4.607585289
3798,FAOXC225x,0.0
3799,FAOXC226C205m,0.0
3800,FAOXC226C225m,0.0
3801,FAOXC226C225x,0.0
3802,FAOXC226C227m,0.0
3803,FAOXC226m,-4.607585289
3804,FAOXC227C226m,0.0
3805,FAOXC22C20x,-3.869210687
3806,FAOXC22C22DCHYr,0.0
3807,FAOXC22OHC22r,0.0
3808,FAOXC241C221x,0.0
3809,FAOXC24C22x,-3.869210687
3810,FAOXC3DC,0.0
3811,FAOXC4C4DCc,0.0
3812,FAOXC5C3x,0.0
3813,FAOXC5C5DCc,0.0
3814,FAOXC5C5OHm,0.0
3815,FAOXC5OHc,0.0
3816,FAOXC61C4m,0.0
3817,FAOXC61C4x,-3.869210687
3818,FAOXC61m,-4.607585289
3819,FAOXC61x,0.0
3820,FAOXC6C4x,-3.869210687
3821,FAOXC6DCC4DCx,-3.869210687
3822,FAOXC7C5m,0.0
3823,FAOXC81C61m,0.0
3824,FAOXC81C61x,-3.869210687
3825,FAOXC8C6x,-3.869210687
3826,FAOXC8DCC6DCx,-3.869210687
3827,FAOXC9BRC7BRm,0.0
3828,FAOXC9C7m,0.0
3829,FAOXMC10OHMC10r,0.0
3830,FAOXOHC16C16DCc,0.0
3831,FAOXOHC22C22DCc,0.0
3832,FAOXOHMC10DC10c,0.0
3833,FAOXTC101TC102m,0.0
3834,FAOXTC102C101m,0.0
3835,FAOXTC122TC101m,0.0
3836,FAOXTC122m,-4.607585289
3837,FAOXTC142TC122m,0.0
3838,FAOXTC162TC142m,0.0
3839,FAOXTC182TC162m,0.0
3840,FOAXC122C101x,-3.869210687
3841,OCD11COACPT1,0.0
3842,OCD11CRNCPT2,0.0
3843,OCTDECCPT1,0.0
3844,OCTDECCPT2,0.0
3845,SBCOAACOTx,0.0
3846,SEBACACT,0.0
3847,SEBCOACROT,0.0
3848,SEBCOAPET,0.0
3849,SUBERCROT,0.0
3850,SUBERICACT,0.0
3851,SUCCACT,0.0
3852,SUCCCROT,0.0
3853,SUCCOAPET,0.0
3854,ALAALACNc,0.0
3855,BGLUGCHe,0.0
3856,BGLUTCHLe,0.0
3857,BGLUTDECHOe,0.0
3858,GLYGLYCNc,0.0
3859,GLYLEUHYDROc,0.0
3860,GLYPROPRO1c,0.0
3861,GLYSARCNc,0.0
3862,GUMDCHAe,0.0
3863,GUMGCHLe,0.0
3864,GUMTCHOLe,0.0
3865,LEULEULAPc,0.0
3866,OAADC,0.0
3867,PECDCHe,0.0
3868,PECGCHLe,0.0
3869,PECTCHLe,0.0
3870,PROGLYPRO1c,0.0
3871,PSYGCHe,0.0
3872,PSYTCHe,0.0
3873,PSYTDECHe,0.0
3874,25HVITD3c,0.0
3875,ADNK3,0.0
3876,ADNK4,0.0
3877,BIDGLCURr,0.0
3878,CHOLESACATc,0.0
3879,CHOLESTle,0.0
3880,CYSAMOe,0.0
3881,DPCOAPPe,0.0
3882,DPMVDc,0.0
3883,DSREDUCr,0.0
3884,DTMPKm,0.0
3885,DUTPDP,0.0
3886,FADDPle,0.0
3887,FADH2ETC,0.0
3888,FERO,0.0
3889,FMNALKPle,0.0
3890,GLYC3PFADm,0.0
3891,GLYPHEHYc,0.0
3892,GNDc,0.0
3893,HMGCOARc,0.0
3894,HYPTROXe,0.0
3895,INSK,0.0
3896,IPDDI,0.0
3897,LAPCOAe,0.0
3898,LEUGLYHYc,0.0
3899,MDHx,0.0
3900,MEVK1c,0.0
3901,MTHFR3,0.0
3902,P5CR,0.0
3903,PAN4PPe,0.0
3904,PMEVKc,0.0
3905,PNTEHe,0.0
3906,PRO1x,0.0
3907,PTPATe,0.0
3908,SFCYSc,0.0
3909,NNDPR,-4.370435596
3910,NADKm,0.0
3911,10FTHF5GLUtl,0.0
3912,10FTHF5GLUtm,0.0
3913,10FTHF6GLUtl,0.0
3914,10FTHF6GLUtm,0.0
3915,10FTHF7GLUtl,0.0
3916,10FTHF7GLUtm,0.0
3917,10FTHFtl,0.0
3918,10FTHFtm,0.0
3919,11DOCRTSLtm,0.0
3920,11DOCRTSLtr,0.0
3921,11DOCRTSTRNtm,0.0
3922,11DOCRTSTRNtr,0.0
3923,1MNCAMti,0.0
3924,24_25DHVITD2t,0.0
3925,24_25DHVITD2tm,0.0
3926,24_25DHVITD3t,0.0
3927,24_25DHVITD3tm,0.0
3928,24NPHte,0.0
3929,25HVITD2tin,0.0
3930,25HVITD2tm,0.0
3931,25HVITD3tin,0.0
3932,25HVITD3tm,0.0
3933,2AMADPTm,0.0
3934,2HBt2,0.0
3935,2HCO3_NAt,0.0
3936,2MCITt,0.0
3937,2OXOADPTm,0.0
3938,34DHOXPEGt,0.0
3939,34DHPHEt,0.0
3940,35CGMPtn,0.0
3941,3AIBt,0.0
3942,3AIBtm,0.0
3943,3MLDAt,0.0
3944,3MOBt2im,0.0
3945,3MOPt2im,0.0
3946,3SALAASPm,0.0
3947,4ABUTtm,0.0
3948,4HDEBRISOQUINEte,0.0
3949,4MOPt2im,0.0
3950,4MPTNLte,0.0
3951,4MPTNLtm,0.0
3952,4MPTNLtr,0.0
3953,4MTOLBUTAMIDEte,0.0
3954,4NPHSFte,0.0
3955,4NPHte,0.0
3956,4PYRDX,0.0
3957,5ADTSTSTERONEGLCte,0.0
3958,5ADTSTSTERONEGLCtr,0.0
3959,5ADTSTSTERONESte,0.0
3960,5ADTSTSTERONEte,0.0
3961,5ADTSTSTERONEtr,0.0
3962,5AOPtm,0.0
3963,5DHFtl,0.0
3964,5FTHFt2,0.0
3965,5HOMEPRAZOLEte,0.0
3966,5HTRPVESSEC,0.0
3967,5MTHFt2,0.0
3968,5THFtl,0.0
3969,5THFtm,0.0
3970,6DHFtl,0.0
3971,6DHFtm,0.0
3972,6HTSTSTERONEte,0.0
3973,6HTSTSTERONEtr,0.0
3974,6THFtl,0.0
3975,6THFtm,0.0
3976,7DHCHSTEROLtr,0.0
3977,7DHFtl,0.0
3978,7DHFtm,0.0
3979,7THFtl,0.0
3980,7THFtm,0.0
3981,AACTtm,0.0
3982,ABTti,0.0
3983,ABUTt2r,0.0
3984,ABUTt2rL,0.0
3985,ABUTt4_2_r,6.189048186
3986,ACACt2,0.0
3987,ACACt2m,0.0
3988,ACACtx,0.0
3989,ACALDt,0.0
3990,ACALDtm,0.0
3991,ACALDtr,0.0
3992,ACALDtx,0.0
3993,ACCOAgt,0.0
3994,ACCOAtn,0.0
3995,ACCOAtr,0.0
3996,ACETONEt2,0.0
3997,ACETONEt2m,0.0
3998,ACGAGBSIDEtg,0.0
3999,ACGAGBSIDEtl,0.0
4000,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,0.0
4001,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0
4002,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0
4003,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0
4004,ACGALtlg,0.0
4005,ACGALtly,0.0
4006,ACGAMtly,0.0
4007,ACGBGBSIDEtg,0.0
4008,ACGBGBSIDEtl,0.0
4009,ACHtn,0.0
4010,ACHVESSEC,0.0
4011,ACN13ACNGALGBSIDEte,0.0
4012,ACN13ACNGALGBSIDEtg,0.0
4013,ACN23ACNGALGBSIDEte,0.0
4014,ACN23ACNGALGBSIDEtg,0.0
4015,ACNACNGAL14ACGLCGALGLUSIDEte,0.0
4016,ACNACNGAL14ACGLCGALGLUSIDEtg,0.0
4017,ACNACNGALGBSIDEte,0.0
4018,ACNACNGALGBSIDEtg,0.0
4019,ACNAMlt,0.0
4020,ACNAMtn,0.0
4021,ACNGALACGLCGAL14ACGLCGALGLUSIDEte,0.0
4022,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0
4023,ACRNtm,3.780887985
4024,ACt2m,0.0
4025,ACt2r,0.0
4026,ACtg,0.0
4027,ADEt,0.0
4028,ADEtl,0.0
4029,ADHAPtx,0.0
4030,ADNt,0.0
4031,ADNt4,0.0
4032,ADNtl,0.0
4033,ADNtm,0.0
4034,ADPRIBt,0.0
4035,ADPtx,0.0
4036,ADRNCOAtx,0.0
4037,ADRNCRNt,3.780887985
4038,ADRNLPVESSEC,0.0
4039,ADRNt,0.0
4040,AFLATOXINte,0.0
4041,AGPex,0.0
4042,AHANDROSTANGLCte,0.0
4043,AHANDROSTANGLCtr,0.0
4044,AHCYStn,0.0
4045,AHCYStr,0.0
4046,AK2LGCHOLt,0.0
4047,AKGMALtm,0.0
4048,AKGt4_3,0.0
4049,AKGtp,0.0
4050,ALAASNNaEx,0.0
4051,ALACYSNaEx,0.0
4052,ALADGLNexR,-4.168423286
4053,ALADGLYexR,-4.168423286
4054,ALAGLNexR,-4.168423286
4055,ALAGLNNaEx,0.0
4056,ALAGLYexR,-4.168423286
4057,ALASERNaEx,0.0
4058,ALAt2r,0.0
4059,ALAt2rL,0.0
4060,ALAt4,0.0
4061,ALATHRNaEx,0.0
4062,ALAtN1,0.0
4063,ALDSTRNte,0.0
4064,ALDSTRNtm,0.0
4065,AMETr,0.0
4066,AMETt2m,0.0
4067,AMETtn,0.0
4068,AMPtp,0.0
4069,AMPtr,0.0
4070,ANDRSTRNGLCte,0.0
4071,ANDRSTRNGLCtr,0.0
4072,ANDRSTRNte,0.0
4073,ANDRSTRNtr,0.0
4074,ANTIPYRENEte,0.0
4075,APNNOXte,0.0
4076,APPNNte,0.0
4077,APRGSTRNte,0.0
4078,AQCOBALt,0.0
4079,ARAB_Lt,0.0
4080,ARACHCOAtx,0.0
4081,ARACHCRNt,3.780887985
4082,ARACHDCOAtx,0.0
4083,ARACHDt2,0.0
4084,ARACHDtr,0.0
4085,ARACHt,0.0
4086,ARGLYSex,-4.168423286
4087,ARGt4,0.0
4088,ARGtiDF,0.0
4089,ARGtm,0.0
4090,ARTFR12,0.0
4091,ASCBt,0.0
4092,ASCBt4,0.0
4093,ASNALANaEx,0.0
4094,ASNCYSNaEx,0.0
